SO Name,NESLI2 Project Euclid Prime 2012_2012,,,,,,,,,,,,,,,,,,,
SO Identifier,project euclid_prime_2012_2012_Nesli2,,,,,,,,,,,,,,,,,,,
Provider,Project Euclid,,,,,,,,,,,,,,,,,,,
Package Identifier,Prime,,,,,,,,,,,,,,,,,,,
Package Name,Prime,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,2012,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,2012,,,,,,,,,,,,,,,,,,,
Consortium,NESLI2,,,,,,,,,,,,,,,,,,,
Number of Proprietary_ID columns,0,,,,,,,,,,,,,,,,,,,
Number of Platforms listed,2,,,,,,,,,,,,,,,,,,,
publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,DOI,platform_name,platform_role,platform_title_url,platform_name,platform_role,platform_title_url
Experimental Mathematics,1058-6458,1944-950X,1992,1,1,,,,em,,Full text,,"A K Peters, Ltd.",,Project Euclid,host,http://ProjectEuclid.org/em,Project Euclid,administrative,
"Functiones et Approximatio, Commentarii Mathematici",0208-6573,,2006,35,1,,,,facm,,Full text,,"Adam Mickiewicz University, Faculty of Mathematics and Computer Science",,Project Euclid,host,http://ProjectEuclid.org/facm,Project Euclid,administrative,
Hokkaido Mathematical Journal,0385-4035 ,,2008,33,1,,,,hokmj,,Full text,,"Hokkaido University, Department of Mathematics",,Project Euclid,host,http://ProjectEuclid.org/hokmj,Project Euclid,administrative,
"Homology, Homotopy, and Applications",1512-0139,1532-0081,1999,1,1,,,,hha,,Full text,,International Press of Boston,,Project Euclid,host,http://ProjectEuclid.org/hha,Project Euclid,administrative,
Internet Mathematics,1542-7951,1944-9488,2003,1,1,,,,im,,Full text,,"A K Peters, Ltd.",,Project Euclid,host,http://ProjectEuclid.org/im,Project Euclid,administrative,
Japan Journal of Industrial and Applied Mathematics,0916-7005,,2006,23,1,2009,26,2-3,jjiam,,Full text,,Japan Society for Industrial and Applied Mathematics,,Project Euclid,host,http://ProjectEuclid.org/jjiam,Project Euclid,administrative,
Journal of Applied Mathematics,1110-757X,1687-0042,2001,1,1,,,,jam,,Full text,,Hindawi Publishing Corporation,,Project Euclid,host,http://ProjectEuclid.org/jam,Project Euclid,administrative,
Journal of Commutative Algebra,1939-2346,,2009,1,1,,,,jca,,Full text,,Rocky Mountain Mathematics Consortium,,Project Euclid,host,http://ProjectEuclid.org/jca,Project Euclid,administrative,
Journal of Generalized Lie Theory and Applications,1736-5279,1736-4337,2007,3,1,,,,jglta,,Full text,,Ashdin Publishing,,Project Euclid,host,http://ProjectEuclid.org/jglta,Project Euclid,administrative,
Journal of Integral Equations and Applications,0897-3962,,1988,1,1,,,,jiea,,Full text,,Rocky Mountain Mathematics Consortium,,Project Euclid,host,http://ProjectEuclid.org/jiea,Project Euclid,administrative,
Journal of Physical Mathematics,2090-0899,2090-0902,2009,1,1,,,,jpm,,Full text,,Ashdin Publishing,,Project Euclid,host,http://ProjectEuclid.org/jpm,Project Euclid,administrative,
Journal of Symplectic Geometry,1527-5256,1540-2347,2001,1,1,,,,jsg,,Full text,Partially open (older than 5 years open),International Press of Boston,,Project Euclid,host,http://ProjectEuclid.org/jsg,Project Euclid,administrative,
Kodai Mathematical Journal,0386-5991,1881-5472,1949,1,1,,,,kmj,,Full text,Partially open (older than 5 years open),"Tokyo Institute of Technology, Department of Mathematics",,Project Euclid,host,http://ProjectEuclid.org/kmj,Project Euclid,administrative,
Kyoto Journal of Mathematics,0023-608X,2154-3321,2010,50,1,,,,kjm,,Full text,Subscribers Only,Duke University Press,,Project Euclid,host,http://ProjectEuclid.org/kjm,Project Euclid,administrative,
Methods and Applications of Analysis,1073-2772,1945-0001,2002,9,3,2009,17,4,maa,,Full text,Partially open (older than 5 years open),International Press of Boston,,Project Euclid,host,http://ProjectEuclid.org/maa,Project Euclid,administrative,
Missouri Journal of Mathematical Sciences,0899-6180,1085-2581,2007,19,1,,,,TBA,,Full text,Subscribers Only,University of Central Missouri,,Project Euclid,host,http://ProjectEuclid.org/mjms,Project Euclid,administrative,
Nihonkai Mathematical Journal,1341-9951,,1990,1,1,,,,nihmj,,Full text,Subscribers Only,"Niigata University, Department of Mathematics",,Project Euclid,host,http://ProjectEuclid.org/nihmj,Project Euclid,administrative,
Notre Dame Journal of Formal Logic,0029-4527,1939-0726,1960,1,1,,,,ndjfl,,Full text,Partially open (older than 5 years open),Duke University Press,,Project Euclid,host,http://ProjectEuclid.org/ndjfl,Project Euclid,administrative,
Publicacions Matemàtiques,0214-1493,,2007,51,2,,,,pm,,Full text,Partially open (older than 5 years open),"Universitat Autònoma de Barcelona, Departament de Matemàtiques",,Project Euclid,host,http://ProjectEuclid.org/pm,Project Euclid,administrative,
Real Analysis Exchange,0147-1937,1930-1219,1999,24,1,,,,rae,,Full text,Partially open (older than 5 years open),Michigan State University Press,,Project Euclid,host,http://ProjectEuclid.org/rae,Project Euclid,administrative,
Revista Matemática Iberoamericana,0213-2230,,2002,18,1,,,,rmi,,Full text,Partially open (older than 5 years open),Real Sociedad Matemática Española,,Project Euclid,host,http://ProjectEuclid.org/rmi,Project Euclid,administrative,
Rocky Mountain Journal of Mathematics,0035-7596,,1990,1,1,,,,rmjm,,Full text,Subscribers Only,Rocky Mountain Mathematics Consortium,,Project Euclid,host,http://ProjectEuclid.org/rmjm,Project Euclid,administrative,
The Review of Modern Logic,1047-5982,1945-2586,1990,1,1,,,,rml,,Full text,Partially open (older than 5 years open),"Marquette University, Department of Mathematics, Statistics and Computer Science",,Project Euclid,host,http://ProjectEuclid.org/rml,Project Euclid,administrative,
Tohoku Mathematical Journal,0040-8735,,1949,1,1,,,,tmj,,Full text,Subscribers Only,"Mathematical Institute, Tohoku University",,Project Euclid,host,http://ProjectEuclid.org/tmj,Project Euclid,administrative,
Tokyo Journal of Mathematics,0387-3870,,2002,1,1,,,,tjm,,Full text,Partially open (older than 5 years open),Publication Committee for the Tokyo Journal of Mathematics,,Project Euclid,host,http://ProjectEuclid.org/tjm,Project Euclid,administrative,
Tsukuba Journal of Mathematics,0387-4982,,2009,33,1,,,,tkbjm ,,Full text,Subscribers Only,"University of Tsukuba, Institute of Mathematics",,Project Euclid,host,http://ProjectEuclid.org/tkbjm ,Project Euclid,administrative,
,,,,,,,,,,,,,,,,,,,,
