SO Name,NESLI2 Bepress Research Now Full Access 2012_2012,,,,,,,,,,,,,,,,,,,
SO Identifier,bepress_researchnow Full Access_2012_2012_Nesli2,,,,,,,,,,,,,,,,,,,
Provider,Bepress,,,,,,,,,,,,,,,,,,,
Package Identifier,Research Now Full Access,,,,,,,,,,,,,,,,,,,
Package Name,Research Now Full Access,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,2012,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,2012,,,,,,,,,,,,,,,,,,,
Consortium,NESLI2,,,,,,,,,,,,,,,,,,,
Number of Proprietary_ID columns,0,,,,,,,,,,,,,,,,,,,
Number of Platforms listed,1,,,,,,,,,,,,,,,,,,,
publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,DOI,platform_name,platform_role,platform_title_url,platform_name,platform_role,platform_title_url
International Journal of Nursing Education Scholarship,,1548-923X,2004,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/ijnes,,,
Issues in Legal Scholarship,,1539-8323,2001,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/ils,,,
Journal About Women in Higher Education,,1940-7882,2010,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/njawhe,,,
Journal des Economistes et des Etudes Humaines,,1145-6396,1996,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jeeh,,,
Journal of Agricultural & Food Industrial Organization,,1542-0485,2003,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jafio,,,
Journal of Business Valuation and Economic Loss Analysis,,1932-9156,2006,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jbvela,,,
Journal of College and Character,,1940-1639,2010,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jcc,,,
Journal of Complementary and Integrative Medicine,,1553-3840,2004,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jcim,,,
Journal of Drug Policy Analysis,,1941-2851,2008,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jdpa,,,
Journal of Globalization and Development ,,1948-1837,2009,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jgd,,,
Journal of Homeland Security and Emergency Management,,1547-7355,2003,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jhsem,,,
Journal of Imagery Research in Sport and Physical Activity,,1932-0191,2006,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jirspa,,,
Journal of Quantitative Analysis in Sports,,1559-0410,2005,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jqas,,,
Journal of Student Affairs Research and Practice,,1949-6591,2010,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jsarp,,,
Journal of Time Series Econometrics,,1941-1928,2009,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jtse,,,
Journal of Tort Law,,1932-9148,2006,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/jtl,,,
The Law & Ethics of Human Rights,,1938-2545,2007,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/lehr,,,
Law and Development Review,,1943-3867,2008,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/ldr,,,
Muslim World Journal of Human Rights,,1554-4419,2004,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/mwjhr,,,
New Global Studies,,1940-0004,2007,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/ngs,,,
"Peace Economics, Peace Science and Public Policy",,1554-8597,1999,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/peps,,,
Policy and Internet,,1944-2866,2009,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/pi,,,
Poverty and Public Policy,,1944-2858,2009,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/ppp,,,
Review of Law & Economics,,1555-5879,2005,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/rle,,,
Review of Marketing Science,,1546-5616,2003,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/roms,,,
Review of Middle East Economics and Finance,,1475-3693,2003,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/rmeef,,,
Review of Network Economics,,1446-9022,2002,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/rne,,,
Rhodes Cook Letter,,1558-4291,2000,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/rcl,,,
"Risk, Hazards & Crisis in Public Policy",,1944-4079,2009,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/rhcpp,,,
Statistical Applications in Genetics and Molecular Biology,,1544-6115,2002,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/sagmb,,,
Statistical Communications in Infectious Diseases,,1948-4690,2009,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/scid,,,
"Studies in Ethics, Law, and Technology",,1941-6008,2007,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/selt,,,
Studies in Nonlinear Dynamics & Econometrics,,1558-3708,1996,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/snde,,,
Theoretical Inquiries in Law,,1565-3404,2000,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/til,,,
World Medical and Health Policy,,1948-4682,2009,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/wmhp,,,
World Political Science Review,,1935-6226,2005,,,,,,,,full text,,De Gruyter,,De Gruyter Online,host,http://www.degruyter.com/loi/wpsr,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
