SO Name,JC CUP Economics - Politics Archives ,,,,,,,,,,,,,,,,,,,
SO Identifier,cup_hss_Economic - Politics archives_jc,,,,,,,,,,,,,,,,,,,
Provider,Cambridge University Press,,,,,,,,,,,,,,,,,,,
Package Identifier,Economics - Politics Archives ,,,,,,,,,,,,,,,,,,,
Package Name,Economics - Politics Archives ,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,2011,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,2012,,,,,,,,,,,,,,,,,,,
Consortium,JISC Collections,,,,,,,,,,,,,,,,,,,
Number of Proprietary_ID columns,0,,,,,,,,,,,,,,,,,,,
Number of Platforms listed,2,,,,,,,,,,,,,,,,,,,
publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,DOI,platform_name,platform_role,platform_title_url,platform_name,platform_role,platform_title_url
Foreign Policy Bulletin,1052-7036,1745-1302,1990,1,,2004,14,,FPB,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_FPB,cambridge journals,administrative,
International & Comparative Law Quarterly,0020-5893,1471-6895,1952,1,,1995,44,,ILQ,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_ILQ,cambridge journals,administrative,
International Journal of Cultural Property,0940-7391,1465-7317,1992,1,,1997,6,,JCP,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_JCP,cambridge journals,administrative,
International Labor and Working-Class History,0147-5479,1471-6445,1972,1,,1998,54,,ILW,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_ILW,cambridge journals,administrative,
International Organization,0020-8183,1531-5088,1947,1,,1996,50,,INO,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_INO,cambridge journals,administrative,
International Review of Social History,0020-8590,1469-512X,1956,1,,1997,42,,ISH,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_ISH,cambridge journals,administrative,
International Review of the Red Cross,1816-3831,1607-5889,1919,1,,2005,87,,IRC,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_IRC,cambridge journals,administrative,
Journal of African Law,0021-8553,1464-3731,1956,1,,2000,44,,JAL,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_JAL,cambridge journals,administrative,
Journal of Financial and Quantitative Analysis,0022-1090,1756-6916,1966,1,,2003,38,,JFQ,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_JFQ,cambridge journals,administrative,
Journal of Public Policy,0143-814X,1469-7815,1981,1,,1997,17,,PUP,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_PUP,cambridge journals,administrative,
Journal of the History of Economic Thought,1053-8372,1469-9656,1979,1,,1999,21,,HET,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_HET,cambridge journals,administrative,
Legal Information Management,1472-6696,1741-2021,2001,1,,2003,3,,LIM,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_LIM,cambridge journals,administrative,
Legal Theory,1352-3252,1469-8048,1995,1,,1998,4,,LEG,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_LEG,cambridge journals,administrative,
Leiden Journal of International Law,0922-1565,1478-9698,1988,1,,1995,8,,LJL,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_LJL,cambridge journals,administrative,
Netherlands International Law Review,165-070X,1741-6191,1953,1,,2002,49,,NLR,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_NLR,cambridge journals,administrative,
Netherlands Yearbook of International Law,0167-6768,1574-0951,1970,1,,2003,34,,NYL,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_NYL,cambridge journals,administrative,
Review of International Studies,0260-2105,1469-9044,1975,1,,1996,22,,RIS,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_RIS,cambridge journals,administrative,
Rural History,0956-7933,1474-0656,1990,1,,2001,12,,RUH,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_RUH,cambridge journals,administrative,
Studies in American Political Development,0898-588X,1469-8692,1986,1,,1997,11,,SAP,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_SAP,cambridge journals,administrative,
The Cambridge Law Journal,0008-1973,1469-2139,1921,1,,1997,56,,CLJ,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_CLJ,cambridge journals,administrative,
The Historical Journal,0018-246X,1469-5103,1958,1,,1996,39,,HIS,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_HIS,cambridge journals,administrative,
The Journal of African History,0021-8537,1469-5138,1960,1,,1996,37,,AFH,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_AFH,cambridge journals,administrative,
The Journal of Ecclesiastical History,0022-0469,1469-7637,1950,1,,1997,48,,ECH,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_ECH,cambridge journals,administrative,
The Journal of Economic History,0022-0507,1471-6372,1941,1,,2000,60,,JEH,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_JEH,cambridge journals,administrative,
The Journal of Politics,0022-3816,1468-2508,1939,1,,1999,61,,JOP,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_JOP,cambridge journals,administrative,
The Review of Politics,0034-6705,1748-6858,1939,1,,2005,67,,ROP,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_ROP,cambridge journals,administrative,
Transactions of the Royal Historical Society,0080-4401,1474-0648,1872,,,1999,,,RHT,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_RHT,cambridge journals,administrative,
Urban History,0963-9268,1469-8706,1974,1,,1998,25,,UHY,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_UHY,cambridge journals,administrative,
Yearbook of International Humanitarian Law,1389-1359,1574-096X,1998,1,,2003,6,,YHL,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_YHL,cambridge journals,administrative,
Abstracts of Working Papers in Economics,0951-0079,,1986,1,,2004,21,,PYE,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_PYE,cambridge journals,administrative,
Bulletin of the International Institute of Social History,1873-0841,,1937,1,,1955,10,,BSH,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_BSH,cambridge journals,administrative,
International Review for Social History,1873-0841,,1936,1,,1939,4,,IRS,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_IRS,cambridge journals,administrative,
Bulletin of the British Society for the History of Science,1816-9686,,1869,1,,1918,49,,BBH,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_BBH,cambridge journals,administrative,
International Review of the Red Cross - English Version,0020-8604,,1961,1,,1997,37,,RCE,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_RCE,cambridge journals,administrative,
International Review of the Red Cross - Spanish Version - Revista Internacional de la Cruz Roja,0250-569X,,1976,1,,1998,23,,RCS,,fulltext,,,,cambridge journals,host,http://journals.cambridge.org/jid_RCS,cambridge journals,administrative,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
c,,,,,,,,,,,,,,,,,,,,
